Subject,Item,CardType,PrimeType,Response,VerbClass
42,10,Different,Dispreferred,0,Transitive
42,12,Same,Dispreferred,0,Dative
42,13,Same,Preferred,1,Transitive
42,14,Different,Preferred,1,Locative
42,15,Different,Preferred,1,Dative
42,16,Same,Dispreferred,0,Transitive
42,17,Same,Dispreferred,1,Locative
42,18,Different,Dispreferred,0,Dative
42,20,Same,Preferred,1,Locative
42,21,Same,Preferred,1,Dative
42,22,Different,Dispreferred,0,Transitive
42,24,Same,Dispreferred,1,Dative
42,25,Same,Preferred,1,Transitive
42,26,Different,Preferred,1,Locative
42,27,Different,Preferred,0,Dative
42,28,Same,Dispreferred,0,Transitive
42,29,Same,Dispreferred,1,Locative
42,30,Different,Dispreferred,0,Dative
42,31,Different,Preferred,0,Transitive
42,32,Same,Preferred,0,Locative
42,33,Same,Preferred,0,Dative
42,34,Different,Dispreferred,0,Transitive
42,35,Different,Dispreferred,1,Locative
42,37,Same,Preferred,0,Transitive
42,38,Different,Preferred,1,Locative
42,39,Different,Preferred,1,Dative
42,40,Same,Dispreferred,0,Transitive
42,41,Same,Dispreferred,1,Locative
42,42,Different,Dispreferred,0,Dative
42,43,Different,Preferred,1,Transitive
42,44,Same,Preferred,1,Locative
42,45,Same,Preferred,1,Dative
42,46,Different,Dispreferred,1,Transitive
42,47,Different,Dispreferred,1,Locative
42,48,Same,Dispreferred,1,Dative
43,1,Same,Preferred,1,Transitive
43,3,Different,Preferred,0,Dative
43,4,Same,Dispreferred,1,Transitive
43,5,Same,Dispreferred,0,Locative
43,6,Different,Dispreferred,0,Dative
43,7,Different,Preferred,1,Transitive
43,8,Same,Preferred,1,Locative
43,9,Same,Preferred,0,Dative
43,10,Different,Dispreferred,1,Transitive
43,12,Same,Dispreferred,0,Dative
43,13,Same,Preferred,1,Transitive
43,15,Different,Preferred,0,Dative
43,16,Same,Dispreferred,0,Transitive
43,18,Different,Dispreferred,0,Dative
43,19,Different,Preferred,1,Transitive
43,21,Same,Preferred,0,Dative
43,22,Different,Dispreferred,0,Transitive
43,24,Same,Dispreferred,1,Dative
43,25,Same,Preferred,1,Transitive
43,26,Different,Preferred,1,Locative
43,27,Different,Preferred,0,Dative
43,28,Same,Dispreferred,1,Transitive
43,29,Same,Dispreferred,0,Locative
43,30,Different,Dispreferred,0,Dative
43,31,Different,Preferred,1,Transitive
43,32,Same,Preferred,1,Locative
43,33,Same,Preferred,0,Dative
43,34,Different,Dispreferred,1,Transitive
43,35,Different,Dispreferred,0,Locative
43,36,Same,Dispreferred,0,Dative
43,37,Same,Preferred,1,Transitive
43,39,Different,Preferred,1,Dative
43,40,Same,Dispreferred,0,Transitive
43,41,Same,Dispreferred,0,Locative
43,42,Different,Dispreferred,0,Dative
43,43,Different,Preferred,1,Transitive
43,45,Same,Preferred,1,Dative
43,46,Different,Dispreferred,1,Transitive
43,48,Same,Dispreferred,1,Dative
44,1,Different,Preferred,1,Transitive
44,2,Same,Preferred,1,Locative
44,3,Same,Preferred,1,Dative
44,4,Different,Dispreferred,1,Transitive
44,6,Same,Dispreferred,0,Dative
44,7,Same,Preferred,1,Transitive
44,9,Different,Preferred,0,Dative
44,10,Same,Dispreferred,1,Transitive
44,12,Different,Dispreferred,0,Dative
44,13,Different,Preferred,1,Transitive
44,14,Same,Preferred,1,Locative
44,15,Same,Preferred,1,Dative
44,16,Different,Dispreferred,0,Transitive
44,17,Different,Dispreferred,1,Locative
44,19,Same,Preferred,1,Transitive
44,20,Different,Preferred,1,Locative
44,21,Different,Preferred,0,Dative
44,22,Same,Dispreferred,1,Transitive
44,26,Same,Preferred,1,Locative
44,27,Same,Preferred,0,Dative
44,29,Different,Dispreferred,1,Locative
44,30,Same,Dispreferred,1,Dative
44,32,Different,Preferred,1,Locative
44,33,Different,Preferred,0,Dative
44,34,Same,Dispreferred,0,Transitive
44,35,Same,Dispreferred,1,Locative
44,37,Different,Preferred,0,Transitive
44,39,Same,Preferred,1,Dative
44,40,Different,Dispreferred,0,Transitive
44,41,Different,Dispreferred,1,Locative
44,42,Same,Dispreferred,0,Dative
44,43,Same,Preferred,1,Transitive
44,45,Different,Preferred,0,Dative
44,46,Same,Dispreferred,1,Transitive
44,47,Same,Dispreferred,1,Locative
44,48,Different,Dispreferred,1,Dative
45,1,Different,Dispreferred,0,Transitive
45,4,Different,Preferred,1,Transitive
45,5,Different,Preferred,1,Locative
45,6,Same,Preferred,1,Dative
45,7,Same,Dispreferred,1,Transitive
45,8,Different,Dispreferred,1,Locative
45,9,Different,Dispreferred,1,Dative
45,10,Same,Preferred,1,Transitive
45,12,Different,Preferred,0,Dative
45,13,Different,Dispreferred,0,Transitive
45,15,Same,Dispreferred,1,Dative
45,16,Different,Preferred,0,Transitive
45,18,Same,Preferred,1,Dative
45,19,Same,Dispreferred,1,Transitive
45,20,Different,Dispreferred,1,Locative
45,21,Different,Dispreferred,1,Dative
45,24,Different,Preferred,1,Dative
45,25,Different,Dispreferred,0,Transitive
45,26,Same,Dispreferred,1,Locative
45,27,Same,Dispreferred,1,Dative
45,28,Different,Preferred,0,Transitive
45,29,Different,Preferred,1,Locative
45,30,Same,Preferred,1,Dative
45,33,Different,Dispreferred,0,Dative
45,34,Same,Preferred,1,Transitive
45,35,Same,Preferred,1,Locative
45,36,Different,Preferred,1,Dative
45,37,Different,Dispreferred,0,Transitive
45,38,Same,Dispreferred,1,Locative
45,39,Same,Dispreferred,1,Dative
45,40,Different,Preferred,0,Transitive
45,41,Different,Preferred,1,Locative
45,42,Same,Preferred,1,Dative
45,43,Same,Dispreferred,1,Transitive
45,44,Different,Dispreferred,1,Locative
45,45,Different,Dispreferred,1,Dative
45,46,Same,Preferred,1,Transitive
45,48,Different,Preferred,1,Dative
46,1,Same,Dispreferred,0,Transitive
46,2,Different,Dispreferred,1,Locative
46,3,Different,Dispreferred,1,Dative
46,4,Same,Preferred,1,Transitive
46,5,Same,Preferred,1,Locative
46,6,Different,Preferred,1,Dative
46,7,Different,Dispreferred,1,Transitive
46,8,Same,Dispreferred,1,Locative
46,9,Same,Dispreferred,1,Dative
46,10,Different,Preferred,1,Transitive
46,11,Different,Preferred,1,Locative
46,12,Same,Preferred,1,Dative
46,13,Same,Dispreferred,1,Transitive
46,14,Different,Dispreferred,0,Locative
46,17,Same,Preferred,1,Locative
46,18,Different,Preferred,1,Dative
46,19,Different,Dispreferred,1,Transitive
46,20,Same,Dispreferred,1,Locative
46,22,Different,Preferred,0,Transitive
46,23,Different,Preferred,1,Locative
46,24,Same,Preferred,1,Dative
46,25,Same,Dispreferred,0,Transitive
46,26,Different,Dispreferred,0,Locative
46,27,Different,Dispreferred,0,Dative
46,28,Same,Preferred,1,Transitive
46,29,Same,Preferred,1,Locative
46,30,Different,Preferred,1,Dative
46,32,Same,Dispreferred,0,Locative
46,33,Same,Dispreferred,0,Dative
46,34,Different,Preferred,1,Transitive
46,35,Different,Preferred,1,Locative
46,36,Same,Preferred,1,Dative
46,37,Same,Dispreferred,0,Transitive
46,38,Different,Dispreferred,1,Locative
46,39,Different,Dispreferred,1,Dative
46,40,Same,Preferred,0,Transitive
46,42,Different,Preferred,0,Dative
46,43,Different,Dispreferred,0,Transitive
46,44,Same,Dispreferred,1,Locative
46,45,Same,Dispreferred,0,Dative
46,46,Different,Preferred,1,Transitive
46,48,Same,Preferred,1,Dative
47,1,Same,Dispreferred,1,Transitive
47,3,Different,Dispreferred,1,Dative
47,4,Same,Preferred,1,Transitive
47,5,Same,Preferred,1,Locative
47,6,Different,Preferred,0,Dative
47,7,Different,Dispreferred,1,Transitive
47,9,Same,Dispreferred,0,Dative
47,10,Different,Preferred,1,Transitive
47,12,Same,Preferred,0,Dative
47,13,Same,Dispreferred,0,Transitive
47,14,Different,Dispreferred,1,Locative
47,15,Different,Dispreferred,1,Dative
47,17,Same,Preferred,1,Locative
47,18,Different,Preferred,1,Dative
47,19,Different,Dispreferred,0,Transitive
47,20,Same,Dispreferred,1,Locative
47,22,Different,Preferred,0,Transitive
47,25,Same,Dispreferred,0,Transitive
47,27,Different,Dispreferred,0,Dative
47,28,Same,Preferred,1,Transitive
47,29,Same,Preferred,1,Locative
47,30,Different,Preferred,1,Dative
47,31,Different,Dispreferred,0,Transitive
47,33,Same,Dispreferred,0,Dative
47,34,Different,Preferred,0,Transitive
47,37,Same,Dispreferred,0,Transitive
47,38,Different,Dispreferred,1,Locative
47,39,Different,Dispreferred,1,Dative
47,40,Same,Preferred,0,Transitive
47,41,Same,Preferred,1,Locative
47,42,Different,Preferred,0,Dative
47,43,Different,Dispreferred,1,Transitive
47,45,Same,Dispreferred,0,Dative
47,46,Different,Preferred,1,Transitive
47,47,Different,Preferred,1,Locative
47,48,Same,Preferred,1,Dative
48,1,Different,Dispreferred,0,Transitive
48,4,Different,Preferred,1,Transitive
48,5,Different,Preferred,1,Locative
48,6,Same,Preferred,1,Dative
48,7,Same,Dispreferred,1,Transitive
48,9,Different,Dispreferred,1,Dative
48,10,Same,Preferred,1,Transitive
48,12,Different,Preferred,1,Dative
48,13,Different,Dispreferred,1,Transitive
48,18,Same,Preferred,1,Dative
48,20,Different,Dispreferred,1,Locative
48,21,Different,Dispreferred,1,Dative
48,22,Same,Preferred,1,Transitive
48,23,Same,Preferred,1,Locative
48,24,Different,Preferred,1,Dative
48,25,Different,Dispreferred,0,Transitive
48,27,Same,Dispreferred,1,Dative
48,28,Different,Preferred,1,Transitive
48,29,Different,Preferred,1,Locative
48,30,Same,Preferred,1,Dative
48,31,Same,Dispreferred,0,Transitive
48,35,Same,Preferred,1,Locative
48,36,Different,Preferred,1,Dative
48,37,Different,Dispreferred,1,Transitive
48,39,Same,Dispreferred,1,Dative
48,40,Different,Preferred,0,Transitive
48,41,Different,Preferred,1,Locative
48,42,Same,Preferred,1,Dative
48,43,Same,Dispreferred,1,Transitive
48,45,Different,Dispreferred,1,Dative
48,46,Same,Preferred,1,Transitive
48,48,Different,Preferred,1,Dative
