"Subject" "List" "CardSet" "Homogeneity" "PrimeType" "TargBinary" "Item"
"1450" 31 3 "B" "homogenous" "dispreferred" 0 11
"1453" 31 3 "C" "heterogenous" "preferred" 0 32
"1454" 31 3 "C" "homogenous" "dispreferred" 0 17
"1457" 31 3 "C" "homogenous" "preferred" 1 28
"1458" 31 3 "C" "heterogenous" "dispreferred" 1 30
"1459" 31 3 "D" "heterogenous" "dispreferred" 0 22
"1461" 31 3 "D" "homogenous" "preferred" 1 6
"1463" 31 3 "D" "heterogenous" "preferred" 0 24
"1464" 31 3 "D" "homogenous" "dispreferred" 0 3
"1466" 31 3 "E" "heterogenous" "dispreferred" 0 1
"1467" 31 3 "E" "homogenous" "dispreferred" 1 15
"1469" 31 3 "E" "homogenous" "preferred" 1 5
"1470" 31 3 "E" "heterogenous" "preferred" 1 21
"1471" 31 3 "F" "homogenous" "dispreferred" 1 9
"1472" 31 3 "F" "heterogenous" "preferred" 0 14
"1474" 31 3 "F" "heterogenous" "dispreferred" 0 19
"1476" 31 3 "F" "homogenous" "preferred" 1 8
"1478" 31 3 "G" "homogenous" "preferred" 0 31
"1479" 31 3 "G" "homogenous" "dispreferred" 0 10
"1481" 31 3 "G" "heterogenous" "preferred" 1 25
"1482" 31 3 "G" "heterogenous" "dispreferred" 0 16
"1483" 31 3 "H" "heterogenous" "dispreferred" 0 18
"1486" 31 3 "H" "heterogenous" "preferred" 0 2
"1487" 31 3 "H" "homogenous" "dispreferred" 1 4
"1488" 31 3 "H" "homogenous" "preferred" 0 23
"1489" 32 4 "A" "homogenous" "dispreferred" 1 27
"1490" 32 4 "A" "heterogenous" "preferred" 1 9
"1492" 32 4 "A" "heterogenous" "dispreferred" 0 11
"1494" 32 4 "A" "homogenous" "preferred" 1 22
"1495" 32 4 "B" "heterogenous" "dispreferred" 1 13
"1496" 32 4 "B" "heterogenous" "preferred" 1 28
"1497" 32 4 "B" "homogenous" "dispreferred" 0 21
"1498" 32 4 "B" "homogenous" "preferred" 0 29
"1501" 32 4 "C" "heterogenous" "dispreferred" 1 4
"1502" 32 4 "C" "homogenous" "preferred" 1 18
"1505" 32 4 "C" "homogenous" "dispreferred" 1 26
"1506" 32 4 "C" "heterogenous" "preferred" 0 3
"1507" 32 4 "D" "heterogenous" "preferred" 1 20
"1509" 32 4 "D" "homogenous" "dispreferred" 1 16
"1511" 32 4 "D" "heterogenous" "dispreferred" 1 5
"1512" 32 4 "D" "homogenous" "preferred" 0 30
"1514" 32 4 "E" "heterogenous" "preferred" 0 8
"1515" 32 4 "E" "homogenous" "preferred" 1 19
"1517" 32 4 "E" "homogenous" "dispreferred" 1 24
"1518" 32 4 "E" "heterogenous" "dispreferred" 0 12
"1519" 32 4 "F" "homogenous" "preferred" 0 7
"1520" 32 4 "F" "heterogenous" "dispreferred" 1 10
"1522" 32 4 "F" "heterogenous" "preferred" 1 15
"1524" 32 4 "F" "homogenous" "dispreferred" 0 1
"1526" 32 4 "G" "homogenous" "dispreferred" 0 2
"1527" 32 4 "G" "homogenous" "preferred" 1 14
"1529" 32 4 "G" "heterogenous" "dispreferred" 1 23
"1530" 32 4 "G" "heterogenous" "preferred" 0 6
"1531" 32 4 "H" "heterogenous" "preferred" 1 17
"1534" 32 4 "H" "heterogenous" "dispreferred" 0 31
"1535" 32 4 "H" "homogenous" "preferred" 1 32
"1536" 32 4 "H" "homogenous" "dispreferred" 1 25
"1537" 33 1 "A" "homogenous" "preferred" 0 20
"1538" 33 1 "A" "heterogenous" "preferred" 1 7
"1540" 33 1 "A" "heterogenous" "dispreferred" 0 29
"1542" 33 1 "A" "homogenous" "dispreferred" 0 13
"1543" 33 1 "B" "heterogenous" "dispreferred" 0 27
"1544" 33 1 "B" "heterogenous" "preferred" 0 26
"1545" 33 1 "B" "homogenous" "dispreferred" 0 12
"1546" 33 1 "B" "homogenous" "preferred" 1 11
"1549" 33 1 "C" "heterogenous" "dispreferred" 1 32
"1550" 33 1 "C" "homogenous" "preferred" 0 17
"1553" 33 1 "C" "homogenous" "dispreferred" 0 28
"1554" 33 1 "C" "heterogenous" "preferred" 1 30
"1555" 33 1 "D" "heterogenous" "preferred" 0 22
"1557" 33 1 "D" "homogenous" "dispreferred" 0 6
"1559" 33 1 "D" "heterogenous" "dispreferred" 0 24
"1560" 33 1 "D" "homogenous" "preferred" 0 3
"1562" 33 1 "E" "heterogenous" "preferred" 1 1
"1563" 33 1 "E" "homogenous" "preferred" 1 15
"1565" 33 1 "E" "homogenous" "dispreferred" 0 5
"1566" 33 1 "E" "heterogenous" "dispreferred" 1 21
"1567" 33 1 "F" "homogenous" "preferred" 1 9
"1568" 33 1 "F" "heterogenous" "dispreferred" 0 14
"1570" 33 1 "F" "heterogenous" "preferred" 1 19
"1572" 33 1 "F" "homogenous" "dispreferred" 0 8
"1574" 33 1 "G" "homogenous" "dispreferred" 1 31
"1575" 33 1 "G" "homogenous" "preferred" 0 10
"1577" 33 1 "G" "heterogenous" "dispreferred" 0 25
"1578" 33 1 "G" "heterogenous" "preferred" 1 16
"1579" 33 1 "H" "heterogenous" "preferred" 0 18
"1582" 33 1 "H" "heterogenous" "dispreferred" 0 2
"1583" 33 1 "H" "homogenous" "preferred" 1 4
"1584" 33 1 "H" "homogenous" "dispreferred" 0 23
"1585" 34 2 "A" "homogenous" "preferred" 1 27
"1586" 34 2 "A" "heterogenous" "dispreferred" 1 9
"1588" 34 2 "A" "heterogenous" "preferred" 1 11
"1590" 34 2 "A" "homogenous" "dispreferred" 1 22
"1591" 34 2 "B" "heterogenous" "preferred" 1 13
"1592" 34 2 "B" "heterogenous" "dispreferred" 0 28
"1593" 34 2 "B" "homogenous" "preferred" 0 21
"1594" 34 2 "B" "homogenous" "dispreferred" 1 29
"1597" 34 2 "C" "heterogenous" "preferred" 1 4
"1598" 34 2 "C" "homogenous" "dispreferred" 0 18
"1601" 34 2 "C" "homogenous" "preferred" 1 26
"1602" 34 2 "C" "heterogenous" "dispreferred" 0 3
"1603" 34 2 "D" "heterogenous" "dispreferred" 1 20
"1605" 34 2 "D" "homogenous" "preferred" 0 16
"1607" 34 2 "D" "heterogenous" "preferred" 1 5
"1608" 34 2 "D" "homogenous" "dispreferred" 0 30
"1610" 34 2 "E" "heterogenous" "dispreferred" 0 8
"1611" 34 2 "E" "homogenous" "dispreferred" 0 19
"1613" 34 2 "E" "homogenous" "preferred" 0 24
"1614" 34 2 "E" "heterogenous" "preferred" 1 12
"1615" 34 2 "F" "homogenous" "dispreferred" 0 7
"1616" 34 2 "F" "heterogenous" "preferred" 1 10
"1618" 34 2 "F" "heterogenous" "dispreferred" 1 15
"1620" 34 2 "F" "homogenous" "preferred" 0 1
"1622" 34 2 "G" "homogenous" "preferred" 1 2
"1623" 34 2 "G" "homogenous" "dispreferred" 0 14
"1625" 34 2 "G" "heterogenous" "preferred" 1 23
"1626" 34 2 "G" "heterogenous" "dispreferred" 0 6
"1627" 34 2 "H" "heterogenous" "dispreferred" 0 17
"1630" 34 2 "H" "heterogenous" "preferred" 1 31
"1631" 34 2 "H" "homogenous" "dispreferred" 1 32
"1632" 34 2 "H" "homogenous" "preferred" 1 25
"1633" 35 3 "A" "homogenous" "dispreferred" 0 20
"1634" 35 3 "A" "heterogenous" "dispreferred" 0 7
"1636" 35 3 "A" "heterogenous" "preferred" 1 29
"1638" 35 3 "A" "homogenous" "preferred" 0 13
"1639" 35 3 "B" "heterogenous" "preferred" 0 27
"1640" 35 3 "B" "heterogenous" "dispreferred" 0 26
"1641" 35 3 "B" "homogenous" "preferred" 1 12
"1642" 35 3 "B" "homogenous" "dispreferred" 0 11
"1645" 35 3 "C" "heterogenous" "preferred" 0 32
"1646" 35 3 "C" "homogenous" "dispreferred" 0 17
"1649" 35 3 "C" "homogenous" "preferred" 1 28
"1650" 35 3 "C" "heterogenous" "dispreferred" 0 30
"1651" 35 3 "D" "heterogenous" "dispreferred" 1 22
"1653" 35 3 "D" "homogenous" "preferred" 1 6
"1655" 35 3 "D" "heterogenous" "preferred" 1 24
"1656" 35 3 "D" "homogenous" "dispreferred" 0 3
"1658" 35 3 "E" "heterogenous" "dispreferred" 0 1
"1659" 35 3 "E" "homogenous" "dispreferred" 1 15
"1661" 35 3 "E" "homogenous" "preferred" 1 5
"1662" 35 3 "E" "heterogenous" "preferred" 1 21
"1663" 35 3 "F" "homogenous" "dispreferred" 1 9
"1664" 35 3 "F" "heterogenous" "preferred" 0 14
"1666" 35 3 "F" "heterogenous" "dispreferred" 0 19
"1668" 35 3 "F" "homogenous" "preferred" 1 8
"1670" 35 3 "G" "homogenous" "preferred" 1 31
"1671" 35 3 "G" "homogenous" "dispreferred" 0 10
"1673" 35 3 "G" "heterogenous" "preferred" 1 25
"1674" 35 3 "G" "heterogenous" "dispreferred" 1 16
"1675" 35 3 "H" "heterogenous" "dispreferred" 0 18
"1678" 35 3 "H" "heterogenous" "preferred" 0 2
"1679" 35 3 "H" "homogenous" "dispreferred" 1 4
"1680" 35 3 "H" "homogenous" "preferred" 1 23
"1681" 36 4 "A" "homogenous" "dispreferred" 0 27
"1682" 36 4 "A" "heterogenous" "preferred" 1 9
"1684" 36 4 "A" "heterogenous" "dispreferred" 0 11
"1686" 36 4 "A" "homogenous" "preferred" 0 22
"1687" 36 4 "B" "heterogenous" "dispreferred" 0 13
"1688" 36 4 "B" "heterogenous" "preferred" 1 28
"1689" 36 4 "B" "homogenous" "dispreferred" 0 21
"1690" 36 4 "B" "homogenous" "preferred" 1 29
"1693" 36 4 "C" "heterogenous" "dispreferred" 0 4
"1694" 36 4 "C" "homogenous" "preferred" 1 18
"1697" 36 4 "C" "homogenous" "dispreferred" 0 26
"1698" 36 4 "C" "heterogenous" "preferred" 1 3
"1699" 36 4 "D" "heterogenous" "preferred" 0 20
"1701" 36 4 "D" "homogenous" "dispreferred" 1 16
"1703" 36 4 "D" "heterogenous" "dispreferred" 0 5
"1704" 36 4 "D" "homogenous" "preferred" 1 30
"1706" 36 4 "E" "heterogenous" "preferred" 1 8
"1707" 36 4 "E" "homogenous" "preferred" 1 19
"1709" 36 4 "E" "homogenous" "dispreferred" 0 24
"1710" 36 4 "E" "heterogenous" "dispreferred" 0 12
"1711" 36 4 "F" "homogenous" "preferred" 1 7
"1712" 36 4 "F" "heterogenous" "dispreferred" 0 10
"1714" 36 4 "F" "heterogenous" "preferred" 1 15
"1716" 36 4 "F" "homogenous" "dispreferred" 0 1
"1718" 36 4 "G" "homogenous" "dispreferred" 0 2
"1719" 36 4 "G" "homogenous" "preferred" 0 14
"1721" 36 4 "G" "heterogenous" "dispreferred" 0 23
"1722" 36 4 "G" "heterogenous" "preferred" 1 6
"1723" 36 4 "H" "heterogenous" "preferred" 0 17
"1726" 36 4 "H" "heterogenous" "dispreferred" 0 31
"1727" 36 4 "H" "homogenous" "preferred" 1 32
"1728" 36 4 "H" "homogenous" "dispreferred" 1 25
"1729" 37 1 "A" "homogenous" "preferred" 1 20
"1730" 37 1 "A" "heterogenous" "preferred" 0 7
"1732" 37 1 "A" "heterogenous" "dispreferred" 1 29
"1734" 37 1 "A" "homogenous" "dispreferred" 0 13
"1735" 37 1 "B" "heterogenous" "dispreferred" 0 27
"1736" 37 1 "B" "heterogenous" "preferred" 0 26
"1737" 37 1 "B" "homogenous" "dispreferred" 0 12
"1738" 37 1 "B" "homogenous" "preferred" 1 11
"1741" 37 1 "C" "heterogenous" "dispreferred" 0 32
"1742" 37 1 "C" "homogenous" "preferred" 0 17
"1745" 37 1 "C" "homogenous" "dispreferred" 0 28
"1746" 37 1 "C" "heterogenous" "preferred" 1 30
"1747" 37 1 "D" "heterogenous" "preferred" 0 22
"1749" 37 1 "D" "homogenous" "dispreferred" 0 6
"1751" 37 1 "D" "heterogenous" "dispreferred" 0 24
"1752" 37 1 "D" "homogenous" "preferred" 0 3
"1754" 37 1 "E" "heterogenous" "preferred" 0 1
"1755" 37 1 "E" "homogenous" "preferred" 0 15
"1757" 37 1 "E" "homogenous" "dispreferred" 0 5
"1758" 37 1 "E" "heterogenous" "dispreferred" 0 21
"1759" 37 1 "F" "homogenous" "preferred" 1 9
"1760" 37 1 "F" "heterogenous" "dispreferred" 0 14
"1762" 37 1 "F" "heterogenous" "preferred" 1 19
"1764" 37 1 "F" "homogenous" "dispreferred" 0 8
"1766" 37 1 "G" "homogenous" "dispreferred" 0 31
"1767" 37 1 "G" "homogenous" "preferred" 0 10
"1769" 37 1 "G" "heterogenous" "dispreferred" 0 25
"1770" 37 1 "G" "heterogenous" "preferred" 0 16
"1771" 37 1 "H" "heterogenous" "preferred" 1 18
"1774" 37 1 "H" "heterogenous" "dispreferred" 0 2
"1775" 37 1 "H" "homogenous" "preferred" 1 4
"1776" 37 1 "H" "homogenous" "dispreferred" 0 23
"1777" 38 2 "A" "homogenous" "preferred" 1 27
"1778" 38 2 "A" "heterogenous" "dispreferred" 0 9
"1780" 38 2 "A" "heterogenous" "preferred" 0 11
"1782" 38 2 "A" "homogenous" "dispreferred" 1 22
"1783" 38 2 "B" "heterogenous" "preferred" 1 13
"1784" 38 2 "B" "heterogenous" "dispreferred" 0 28
"1785" 38 2 "B" "homogenous" "preferred" 1 21
"1786" 38 2 "B" "homogenous" "dispreferred" 0 29
"1789" 38 2 "C" "heterogenous" "preferred" 0 4
"1790" 38 2 "C" "homogenous" "dispreferred" 0 18
"1793" 38 2 "C" "homogenous" "preferred" 0 26
"1794" 38 2 "C" "heterogenous" "dispreferred" 0 3
"1795" 38 2 "D" "heterogenous" "dispreferred" 1 20
"1797" 38 2 "D" "homogenous" "preferred" 1 16
"1799" 38 2 "D" "heterogenous" "preferred" 0 5
"1800" 38 2 "D" "homogenous" "dispreferred" 1 30
"1802" 38 2 "E" "heterogenous" "dispreferred" 0 8
"1803" 38 2 "E" "homogenous" "dispreferred" 1 19
"1805" 38 2 "E" "homogenous" "preferred" 1 24
"1806" 38 2 "E" "heterogenous" "preferred" 0 12
"1807" 38 2 "F" "homogenous" "dispreferred" 1 7
"1808" 38 2 "F" "heterogenous" "preferred" 1 10
"1810" 38 2 "F" "heterogenous" "dispreferred" 0 15
"1812" 38 2 "F" "homogenous" "preferred" 1 1
"1814" 38 2 "G" "homogenous" "preferred" 0 2
"1815" 38 2 "G" "homogenous" "dispreferred" 0 14
"1817" 38 2 "G" "heterogenous" "preferred" 1 23
"1818" 38 2 "G" "heterogenous" "dispreferred" 0 6
"1819" 38 2 "H" "heterogenous" "dispreferred" 0 17
"1822" 38 2 "H" "heterogenous" "preferred" 0 31
"1823" 38 2 "H" "homogenous" "dispreferred" 0 32
"1824" 38 2 "H" "homogenous" "preferred" 1 25
"1825" 39 3 "A" "homogenous" "dispreferred" 0 20
"1826" 39 3 "A" "heterogenous" "dispreferred" 0 7
"1828" 39 3 "A" "heterogenous" "preferred" 1 29
"1830" 39 3 "A" "homogenous" "preferred" 1 13
"1831" 39 3 "B" "heterogenous" "preferred" 1 27
"1832" 39 3 "B" "heterogenous" "dispreferred" 0 26
"1833" 39 3 "B" "homogenous" "preferred" 1 12
"1834" 39 3 "B" "homogenous" "dispreferred" 0 11
"1837" 39 3 "C" "heterogenous" "preferred" 1 32
"1838" 39 3 "C" "homogenous" "dispreferred" 0 17
"1841" 39 3 "C" "homogenous" "preferred" 0 28
"1842" 39 3 "C" "heterogenous" "dispreferred" 0 30
"1843" 39 3 "D" "heterogenous" "dispreferred" 1 22
"1845" 39 3 "D" "homogenous" "preferred" 0 6
"1847" 39 3 "D" "heterogenous" "preferred" 0 24
"1848" 39 3 "D" "homogenous" "dispreferred" 0 3
"1850" 39 3 "E" "heterogenous" "dispreferred" 0 1
"1851" 39 3 "E" "homogenous" "dispreferred" 1 15
"1853" 39 3 "E" "homogenous" "preferred" 1 5
"1854" 39 3 "E" "heterogenous" "preferred" 1 21
"1855" 39 3 "F" "homogenous" "dispreferred" 1 9
"1856" 39 3 "F" "heterogenous" "preferred" 0 14
"1858" 39 3 "F" "heterogenous" "dispreferred" 1 19
"1860" 39 3 "F" "homogenous" "preferred" 1 8
"1862" 39 3 "G" "homogenous" "preferred" 0 31
"1863" 39 3 "G" "homogenous" "dispreferred" 0 10
"1865" 39 3 "G" "heterogenous" "preferred" 0 25
"1866" 39 3 "G" "heterogenous" "dispreferred" 1 16
"1867" 39 3 "H" "heterogenous" "dispreferred" 0 18
"1870" 39 3 "H" "heterogenous" "preferred" 0 2
"1871" 39 3 "H" "homogenous" "dispreferred" 1 4
"1872" 39 3 "H" "homogenous" "preferred" 1 23
"1873" 40 4 "A" "homogenous" "dispreferred" 1 27
"1874" 40 4 "A" "heterogenous" "preferred" 0 9
"1876" 40 4 "A" "heterogenous" "dispreferred" 0 11
"1878" 40 4 "A" "homogenous" "preferred" 1 22
"1879" 40 4 "B" "heterogenous" "dispreferred" 0 13
"1880" 40 4 "B" "heterogenous" "preferred" 0 28
"1881" 40 4 "B" "homogenous" "dispreferred" 1 21
"1882" 40 4 "B" "homogenous" "preferred" 1 29
"1885" 40 4 "C" "heterogenous" "dispreferred" 0 4
"1886" 40 4 "C" "homogenous" "preferred" 0 18
"1889" 40 4 "C" "homogenous" "dispreferred" 0 26
"1890" 40 4 "C" "heterogenous" "preferred" 1 3
"1891" 40 4 "D" "heterogenous" "preferred" 0 20
"1893" 40 4 "D" "homogenous" "dispreferred" 1 16
"1895" 40 4 "D" "heterogenous" "dispreferred" 0 5
"1896" 40 4 "D" "homogenous" "preferred" 0 30
"1898" 40 4 "E" "heterogenous" "preferred" 1 8
"1899" 40 4 "E" "homogenous" "preferred" 1 19
"1901" 40 4 "E" "homogenous" "dispreferred" 1 24
"1902" 40 4 "E" "heterogenous" "dispreferred" 1 12
"1903" 40 4 "F" "homogenous" "preferred" 0 7
"1904" 40 4 "F" "heterogenous" "dispreferred" 0 10
"1906" 40 4 "F" "heterogenous" "preferred" 0 15
"1908" 40 4 "F" "homogenous" "dispreferred" 1 1
"1910" 40 4 "G" "homogenous" "dispreferred" 0 2
"1911" 40 4 "G" "homogenous" "preferred" 0 14
"1913" 40 4 "G" "heterogenous" "dispreferred" 1 23
"1914" 40 4 "G" "heterogenous" "preferred" 0 6
"1915" 40 4 "H" "heterogenous" "preferred" 1 17
"1918" 40 4 "H" "heterogenous" "dispreferred" 0 31
"1919" 40 4 "H" "homogenous" "preferred" 1 32
"1920" 40 4 "H" "homogenous" "dispreferred" 0 25
"1921" 41 1 "A" "homogenous" "preferred" 1 20
"1922" 41 1 "A" "heterogenous" "preferred" 1 7
"1924" 41 1 "A" "heterogenous" "dispreferred" 0 29
"1926" 41 1 "A" "homogenous" "dispreferred" 1 13
"1927" 41 1 "B" "heterogenous" "dispreferred" 1 27
"1928" 41 1 "B" "heterogenous" "preferred" 0 26
"1929" 41 1 "B" "homogenous" "dispreferred" 0 12
"1930" 41 1 "B" "homogenous" "preferred" 0 11
"1933" 41 1 "C" "heterogenous" "dispreferred" 1 32
"1934" 41 1 "C" "homogenous" "preferred" 0 17
"1937" 41 1 "C" "homogenous" "dispreferred" 1 28
"1938" 41 1 "C" "heterogenous" "preferred" 1 30
"1939" 41 1 "D" "heterogenous" "preferred" 0 22
"1941" 41 1 "D" "homogenous" "dispreferred" 0 6
"1943" 41 1 "D" "heterogenous" "dispreferred" 0 24
"1944" 41 1 "D" "homogenous" "preferred" 0 3
"1946" 41 1 "E" "heterogenous" "preferred" 0 1
"1947" 41 1 "E" "homogenous" "preferred" 0 15
"1949" 41 1 "E" "homogenous" "dispreferred" 0 5
"1950" 41 1 "E" "heterogenous" "dispreferred" 0 21
"1951" 41 1 "F" "homogenous" "preferred" 0 9
"1952" 41 1 "F" "heterogenous" "dispreferred" 0 14
"1954" 41 1 "F" "heterogenous" "preferred" 0 19
"1956" 41 1 "F" "homogenous" "dispreferred" 1 8
"1958" 41 1 "G" "homogenous" "dispreferred" 0 31
"1959" 41 1 "G" "homogenous" "preferred" 0 10
"1961" 41 1 "G" "heterogenous" "dispreferred" 0 25
"1962" 41 1 "G" "heterogenous" "preferred" 1 16
"1963" 41 1 "H" "heterogenous" "preferred" 0 18
"1966" 41 1 "H" "heterogenous" "dispreferred" 0 2
"1967" 41 1 "H" "homogenous" "preferred" 1 4
"1968" 41 1 "H" "homogenous" "dispreferred" 0 23
"1969" 42 2 "A" "homogenous" "preferred" 0 27
"1970" 42 2 "A" "heterogenous" "dispreferred" 1 9
"1972" 42 2 "A" "heterogenous" "preferred" 0 11
"1974" 42 2 "A" "homogenous" "dispreferred" 1 22
"1975" 42 2 "B" "heterogenous" "preferred" 1 13
"1976" 42 2 "B" "heterogenous" "dispreferred" 1 28
"1977" 42 2 "B" "homogenous" "preferred" 0 21
"1978" 42 2 "B" "homogenous" "dispreferred" 0 29
"1981" 42 2 "C" "heterogenous" "preferred" 1 4
"1982" 42 2 "C" "homogenous" "dispreferred" 0 18
"1985" 42 2 "C" "homogenous" "preferred" 1 26
"1986" 42 2 "C" "heterogenous" "dispreferred" 0 3
"1987" 42 2 "D" "heterogenous" "dispreferred" 0 20
"1989" 42 2 "D" "homogenous" "preferred" 1 16
"1991" 42 2 "D" "heterogenous" "preferred" 1 5
"1992" 42 2 "D" "homogenous" "dispreferred" 1 30
"1994" 42 2 "E" "heterogenous" "dispreferred" 1 8
"1995" 42 2 "E" "homogenous" "dispreferred" 1 19
"1997" 42 2 "E" "homogenous" "preferred" 1 24
"1998" 42 2 "E" "heterogenous" "preferred" 1 12
"1999" 42 2 "F" "homogenous" "dispreferred" 0 7
"2000" 42 2 "F" "heterogenous" "preferred" 1 10
"2002" 42 2 "F" "heterogenous" "dispreferred" 0 15
"2004" 42 2 "F" "homogenous" "preferred" 1 1
"2006" 42 2 "G" "homogenous" "preferred" 1 2
"2007" 42 2 "G" "homogenous" "dispreferred" 0 14
"2009" 42 2 "G" "heterogenous" "preferred" 1 23
"2010" 42 2 "G" "heterogenous" "dispreferred" 1 6
"2011" 42 2 "H" "heterogenous" "dispreferred" 0 17
"2014" 42 2 "H" "heterogenous" "preferred" 1 31
"2015" 42 2 "H" "homogenous" "dispreferred" 1 32
"2016" 42 2 "H" "homogenous" "preferred" 0 25
"2017" 43 3 "A" "homogenous" "dispreferred" 1 20
"2018" 43 3 "A" "heterogenous" "dispreferred" 0 7
"2020" 43 3 "A" "heterogenous" "preferred" 1 29
"2022" 43 3 "A" "homogenous" "preferred" 1 13
"2023" 43 3 "B" "heterogenous" "preferred" 0 27
"2024" 43 3 "B" "heterogenous" "dispreferred" 0 26
"2025" 43 3 "B" "homogenous" "preferred" 1 12
"2026" 43 3 "B" "homogenous" "dispreferred" 1 11
"2029" 43 3 "C" "heterogenous" "preferred" 1 32
"2030" 43 3 "C" "homogenous" "dispreferred" 0 17
"2033" 43 3 "C" "homogenous" "preferred" 0 28
"2034" 43 3 "C" "heterogenous" "dispreferred" 0 30
"2035" 43 3 "D" "heterogenous" "dispreferred" 1 22
"2037" 43 3 "D" "homogenous" "preferred" 1 6
"2039" 43 3 "D" "heterogenous" "preferred" 1 24
"2040" 43 3 "D" "homogenous" "dispreferred" 1 3
"2042" 43 3 "E" "heterogenous" "dispreferred" 0 1
"2043" 43 3 "E" "homogenous" "dispreferred" 0 15
"2045" 43 3 "E" "homogenous" "preferred" 0 5
"2046" 43 3 "E" "heterogenous" "preferred" 1 21
"2047" 43 3 "F" "homogenous" "dispreferred" 0 9
"2048" 43 3 "F" "heterogenous" "preferred" 0 14
"2050" 43 3 "F" "heterogenous" "dispreferred" 1 19
"2052" 43 3 "F" "homogenous" "preferred" 1 8
"2054" 43 3 "G" "homogenous" "preferred" 0 31
"2055" 43 3 "G" "homogenous" "dispreferred" 0 10
"2057" 43 3 "G" "heterogenous" "preferred" 1 25
"2058" 43 3 "G" "heterogenous" "dispreferred" 1 16
"2059" 43 3 "H" "heterogenous" "dispreferred" 0 18
"2062" 43 3 "H" "heterogenous" "preferred" 0 2
"2063" 43 3 "H" "homogenous" "dispreferred" 1 4
"2064" 43 3 "H" "homogenous" "preferred" 1 23
"2065" 44 4 "A" "homogenous" "dispreferred" 0 27
"2066" 44 4 "A" "heterogenous" "preferred" 1 9
"2068" 44 4 "A" "heterogenous" "dispreferred" 0 11
"2070" 44 4 "A" "homogenous" "preferred" 0 22
"2071" 44 4 "B" "heterogenous" "dispreferred" 0 13
"2072" 44 4 "B" "heterogenous" "preferred" 0 28
"2073" 44 4 "B" "homogenous" "dispreferred" 1 21
"2074" 44 4 "B" "homogenous" "preferred" 1 29
"2077" 44 4 "C" "heterogenous" "dispreferred" 1 4
"2078" 44 4 "C" "homogenous" "preferred" 0 18
"2081" 44 4 "C" "homogenous" "dispreferred" 0 26
"2082" 44 4 "C" "heterogenous" "preferred" 0 3
"2083" 44 4 "D" "heterogenous" "preferred" 0 20
"2085" 44 4 "D" "homogenous" "dispreferred" 1 16
"2087" 44 4 "D" "heterogenous" "dispreferred" 0 5
"2088" 44 4 "D" "homogenous" "preferred" 1 30
"2090" 44 4 "E" "heterogenous" "preferred" 1 8
"2091" 44 4 "E" "homogenous" "preferred" 0 19
"2093" 44 4 "E" "homogenous" "dispreferred" 0 24
"2094" 44 4 "E" "heterogenous" "dispreferred" 1 12
"2095" 44 4 "F" "homogenous" "preferred" 1 7
"2096" 44 4 "F" "heterogenous" "dispreferred" 0 10
"2098" 44 4 "F" "heterogenous" "preferred" 0 15
"2100" 44 4 "F" "homogenous" "dispreferred" 1 1
"2102" 44 4 "G" "homogenous" "dispreferred" 0 2
"2103" 44 4 "G" "homogenous" "preferred" 0 14
"2105" 44 4 "G" "heterogenous" "dispreferred" 1 23
"2106" 44 4 "G" "heterogenous" "preferred" 1 6
"2107" 44 4 "H" "heterogenous" "preferred" 0 17
"2110" 44 4 "H" "heterogenous" "dispreferred" 0 31
"2111" 44 4 "H" "homogenous" "preferred" 1 32
"2112" 44 4 "H" "homogenous" "dispreferred" 1 25
"2113" 45 1 "A" "homogenous" "preferred" 1 20
"2114" 45 1 "A" "heterogenous" "preferred" 1 7
"2116" 45 1 "A" "heterogenous" "dispreferred" 0 29
"2118" 45 1 "A" "homogenous" "dispreferred" 1 13
"2119" 45 1 "B" "heterogenous" "dispreferred" 1 27
"2120" 45 1 "B" "heterogenous" "preferred" 0 26
"2121" 45 1 "B" "homogenous" "dispreferred" 1 12
"2122" 45 1 "B" "homogenous" "preferred" 1 11
"2125" 45 1 "C" "heterogenous" "dispreferred" 0 32
"2126" 45 1 "C" "homogenous" "preferred" 1 17
"2129" 45 1 "C" "homogenous" "dispreferred" 1 28
"2130" 45 1 "C" "heterogenous" "preferred" 0 30
"2131" 45 1 "D" "heterogenous" "preferred" 0 22
"2133" 45 1 "D" "homogenous" "dispreferred" 0 6
"2135" 45 1 "D" "heterogenous" "dispreferred" 0 24
"2136" 45 1 "D" "homogenous" "preferred" 1 3
"2138" 45 1 "E" "heterogenous" "preferred" 0 1
"2139" 45 1 "E" "homogenous" "preferred" 1 15
"2141" 45 1 "E" "homogenous" "dispreferred" 1 5
"2142" 45 1 "E" "heterogenous" "dispreferred" 0 21
"2143" 45 1 "F" "homogenous" "preferred" 0 9
"2144" 45 1 "F" "heterogenous" "dispreferred" 0 14
"2146" 45 1 "F" "heterogenous" "preferred" 1 19
"2148" 45 1 "F" "homogenous" "dispreferred" 0 8
"2150" 45 1 "G" "homogenous" "dispreferred" 0 31
"2151" 45 1 "G" "homogenous" "preferred" 1 10
"2153" 45 1 "G" "heterogenous" "dispreferred" 0 25
"2154" 45 1 "G" "heterogenous" "preferred" 0 16
"2155" 45 1 "H" "heterogenous" "preferred" 0 18
"2158" 45 1 "H" "heterogenous" "dispreferred" 0 2
"2159" 45 1 "H" "homogenous" "preferred" 1 4
"2160" 45 1 "H" "homogenous" "dispreferred" 1 23
